text,label
경기도 과천시 삼성길,정상
부산광역시 금천구 석촌호수길,정상
강원도 부여군 논현가 은 무슨 뜻인가요?,비정상
인천광역시 중랑구 학동2로 (성호구리) 어떤 장소인지 몰라요,비정상
대구광역시 중구 백제고분가 과 같은 유사 주소 있음,비정상
강원도 예산군 도산대거리,정상
부산광역시 서대문구 강남대길 잘못된 주소라고 생각해요,비정상
강원도 동두천시 영동대7로 (지훈김면) 그리고 이름은 김수민,비정상
충청북도 파주시 역삼길 (준영구동),정상
광주광역시 서대문구 도산대거리 잘못된 주소라고 생각해요,비정상
경기도 가평군 개포9거리 추가 정보 없음,비정상
인천광역시 금천구 백제고분가 다음주 배송 예정,비정상
대구광역시 강북구 반포대209로 (영환강면) 은 무슨 뜻인가요?,비정상
강원도 충주시 학동36길 (성수김하읍) 다음주 배송 예정,비정상
전라남도 김포시 테헤란8길,정상
전라북도 부천시 오정구 테헤란133로 에서 회의가 있었습니다.,비정상
강원도 고양시 도산대55길,정상
울산광역시 관악구 영동대길 (정훈이김리) 의 위치를 파악할 수 없습니다.,비정상
충청북도 천안시 동남구 가락46가 (상철한마을) 의 위치를 파악할 수 없습니다.,비정상
전라북도 부천시 소사구 서초대거리 (광수박마을),정상
인천광역시 종로구 개포515길 다음주 배송 예정,비정상
서울특별시 북구 백제고분187길 (민서박김리),정상
세종특별자치시 성북구 서초대3거리 은 무슨 뜻인가요?,비정상
경기도 청양군 오금가 (민서김마을),정상
대전광역시 송파구 언주47길 (재현이김면),정상
경상남도 안산시 단원구 가락883거리 (승민박곽마을) 어떤 장소인지 몰라요,비정상
세종특별자치시 은평구 서초중앙23로 과 같은 유사 주소 있음,비정상
경상남도 부천시 백제고분51길 다음주 배송 예정,비정상
세종특별자치시 강남구 개포가,정상
경상북도 남양주시 석촌호수로 은 무슨 뜻인가요?,비정상
제주특별자치도 부천시 가락길 (준호안배마을),정상
충청남도 영동군 백제고분로 (영미박리),정상
충청남도 증평군 영동대4가 (정호박마을) 에서 회의가 있었습니다.,비정상
부산광역시 도봉구 선릉거리,정상
제주특별자치도 안산시 단원구 테헤란6길,정상
경상남도 영동군 삼성1길,정상
대구광역시 중구 오금로 (시우김읍) 은 무슨 뜻인가요?,비정상
대전광역시 중랑구 서초대3거리 잘못된 주소라고 생각해요,비정상
전라남도 홍성군 서초중앙7로,정상
대전광역시 구로구 선릉27거리 (시우박읍),정상
경상남도 수원시 장안구 언주거리 (춘자이유읍) 추가 정보 없음,비정상
충청남도 횡성군 영동대396길 (지영박이면) 에서 회의가 있었습니다.,비정상
경상남도 청주시 상당구 서초중앙36길 의 위치를 파악할 수 없습니다.,비정상
경기도 하남시 삼성로 에서 회의가 있었습니다.,비정상
강원도 동두천시 테헤란42로,정상
인천광역시 양천구 테헤란가 추가 정보 없음,비정상
대구광역시 금천구 개포34가 (숙자최동),정상
대전광역시 구로구 봉은사가 (성현전리) 의 위치를 파악할 수 없습니다.,비정상
제주특별자치도 양주시 양재천0거리 에서 회의가 있었습니다.,비정상
세종특별자치시 서구 언주거리 (하은임장마을),정상
경기도 삼척시 학동로 (성훈김윤동) 에서 회의가 있었습니다.,비정상
대구광역시 남구 학동길 는 삭제된 주소입니다.,비정상
인천광역시 성북구 언주9거리,정상
경상북도 인제군 학동가 (진호손마을),정상
충청북도 연천군 서초중앙거리 의 위치를 파악할 수 없습니다.,비정상
부산광역시 서대문구 석촌호수8로 (정순김고읍),정상
강원도 성남시 중원구 잠실9로 (지민박읍) 그리고 이름은 이은지,비정상
대구광역시 송파구 석촌호수81거리,정상
세종특별자치시 중랑구 압구정1로 (지민한동),정상
부산광역시 금천구 석촌호수5로 (준영박권리),정상
서울특별시 도봉구 오금로 (민준주읍),정상
경상남도 평택시 개포로 (지아안민면) 과 같은 유사 주소 있음,비정상
충청북도 고성군 오금154가,정상
대구광역시 구로구 백제고분6가,정상
부산광역시 마포구 백제고분길 (승민장백동) 그리고 이름은 윤민준,비정상
전라남도 광주시 반포대거리 은 무슨 뜻인가요?,비정상
전라북도 증평군 반포대로 (서현안홍동),정상
대전광역시 중랑구 가락로 (상현류민면),정상
인천광역시 강북구 반포대가 (정남김김리),정상
인천광역시 강북구 오금로 잘못된 주소라고 생각해요,비정상
경상북도 정선군 영동대31가 (영자류리),정상
울산광역시 강동구 봉은사로 (동현이이마을),정상
울산광역시 성북구 언주가 (정수나배읍),정상
경상북도 구리시 개포36로 추가 정보 없음,비정상
인천광역시 중구 선릉거리 은 무슨 뜻인가요?,비정상
경상남도 아산시 역삼12길,정상
대구광역시 송파구 오금거리 추가 정보 없음,비정상
대구광역시 중구 삼성0로 는 삭제된 주소입니다.,비정상
대구광역시 강남구 선릉가 (경수김읍) 그리고 이름은 김영희,비정상
대전광역시 동구 학동거리 (예은박읍),정상
서울특별시 강서구 역삼가,정상
경기도 안양시 압구정가,정상
광주광역시 북구 서초대39길 (영수김김마을),정상
경상북도 보령시 서초대거리 (정자박김읍) 잘못된 주소라고 생각해요,비정상
경상북도 의왕시 서초대가,정상
세종특별자치시 마포구 역삼길,정상
제주특별자치도 의왕시 역삼로 (서현이김리) 추가 정보 없음,비정상
경상북도 강릉시 봉은사가 는 삭제된 주소입니다.,비정상
광주광역시 양천구 석촌호수거리 (성현김마을),정상
충청북도 증평군 오금로 다음주 배송 예정,비정상
부산광역시 영등포구 양재천1가 에서 회의가 있었습니다.,비정상
충청남도 양구군 개포5로,정상
충청북도 제천시 역삼로 다음주 배송 예정,비정상
전라북도 수원시 도산대가 과 같은 유사 주소 있음,비정상
강원도 연천군 영동대거리 의 위치를 파악할 수 없습니다.,비정상
대전광역시 남구 오금01길 (지훈진동) 어떤 장소인지 몰라요,비정상
제주특별자치도 평창군 영동대52로 (아름최면),정상
충청북도 속초시 반포대5거리 의 위치를 파악할 수 없습니다.,비정상
충청북도 음성군 도산대0거리,정상
인천광역시 양천구 논현로 (영식이리) 과 같은 유사 주소 있음,비정상
대구광역시 서구 서초중앙890거리,정상
광주광역시 서구 논현길 (지아주이읍) 과 같은 유사 주소 있음,비정상
충청남도 평창군 영동대28로,정상
강원도 안양시 압구정로,정상
인천광역시 종로구 가락거리 (영길윤김면) 잘못된 주소라고 생각해요,비정상
대구광역시 강북구 잠실가,정상
세종특별자치시 구로구 학동가 (옥순민최면) 의 위치를 파악할 수 없습니다.,비정상
부산광역시 마포구 도산대8길 (미숙김엄리) 과 같은 유사 주소 있음,비정상
세종특별자치시 마포구 서초중앙길 (경수강류리) 과 같은 유사 주소 있음,비정상
경상북도 인제군 서초대9거리 (도윤김이리),정상
대구광역시 성동구 서초중앙가 (상현문리),정상
세종특별자치시 서구 잠실길 (은지이동) 잘못된 주소라고 생각해요,비정상
충청북도 영동군 반포대가 (영미박박읍),정상
충청남도 안산시 상록구 학동거리 (지원박박마을) 추가 정보 없음,비정상
충청북도 안성시 서초대613거리 (도윤장서면),정상
세종특별자치시 용산구 반포대거리 (주원양김리) 은 무슨 뜻인가요?,비정상
인천광역시 강남구 봉은사로 (성현노이동),정상
서울특별시 서초구 양재천315길,정상
전라남도 양주시 논현268길,정상
충청남도 고양시 선릉가 는 삭제된 주소입니다.,비정상
세종특별자치시 남구 서초중앙로 에서 회의가 있었습니다.,비정상
경기도 용인시 처인구 석촌호수로 (은지서장리) 과 같은 유사 주소 있음,비정상
서울특별시 동대문구 백제고분0거리 은 무슨 뜻인가요?,비정상
광주광역시 마포구 삼성로,정상
세종특별자치시 강남구 압구정길 (정숙김이마을),정상
광주광역시 영등포구 서초중앙길,정상
경기도 강릉시 언주가 (예진이고리) 는 삭제된 주소입니다.,비정상
광주광역시 송파구 역삼57가 (진우김면) 는 삭제된 주소입니다.,비정상
강원도 성남시 테헤란가 다음주 배송 예정,비정상
대구광역시 북구 양재천길 (지은장리) 는 삭제된 주소입니다.,비정상
세종특별자치시 광진구 석촌호수거리 (순자나강마을),정상
울산광역시 중랑구 역삼거리 추가 정보 없음,비정상
대구광역시 영등포구 테헤란가,정상
부산광역시 광진구 역삼443가 (현준강박면) 추가 정보 없음,비정상
경상북도 화천군 영동대25길 는 삭제된 주소입니다.,비정상
세종특별자치시 중랑구 삼성길 (경수김강리),정상
충청북도 이천시 잠실20가 는 삭제된 주소입니다.,비정상
울산광역시 노원구 봉은사로 과 같은 유사 주소 있음,비정상
광주광역시 마포구 역삼2가 (영희김강동) 잘못된 주소라고 생각해요,비정상
제주특별자치도 금산군 테헤란798가,정상
경상남도 남양주시 봉은사거리 에서 회의가 있었습니다.,비정상
인천광역시 강남구 양재천길 은 무슨 뜻인가요?,비정상
충청북도 금산군 봉은사267가 다음주 배송 예정,비정상
전라북도 평택시 선릉644로 잘못된 주소라고 생각해요,비정상
대구광역시 강서구 서초대길 (수빈박안읍),정상
인천광역시 서초구 가락길 (수민김면) 그리고 이름은 남지영,비정상
울산광역시 노원구 서초대거리 는 삭제된 주소입니다.,비정상
서울특별시 관악구 테헤란643로 어떤 장소인지 몰라요,비정상
광주광역시 마포구 선릉로,정상
충청북도 고양시 일산서구 가락거리 (서연김김읍),정상
세종특별자치시 중랑구 도산대13길 (지원황마을),정상
전라북도 홍성군 영동대25길 (준혁손리),정상
충청남도 수원시 영통구 석촌호수거리,정상
서울특별시 영등포구 역삼거리 (영진이읍),정상
전라북도 정선군 압구정가 다음주 배송 예정,비정상
충청북도 부천시 원미구 봉은사거리 (윤서이동),정상
강원도 청주시 청원구 서초대거리 (영자이진읍),정상
광주광역시 노원구 테헤란81길 (미경권동) 의 위치를 파악할 수 없습니다.,비정상
인천광역시 강남구 언주87가 (진호이면),정상
경기도 연천군 서초대가 (준서이배리),정상
경상북도 청주시 상당구 백제고분2로 (준영홍리) 과 같은 유사 주소 있음,비정상
충청남도 원주시 도산대87로,정상
전라북도 안성시 양재천33거리,정상
전라북도 평택시 반포대거리 과 같은 유사 주소 있음,비정상
대전광역시 마포구 석촌호수54가 (성현김면) 의 위치를 파악할 수 없습니다.,비정상
전라북도 홍천군 서초대길,정상
세종특별자치시 서초구 학동6가 (병철김면) 는 삭제된 주소입니다.,비정상
충청남도 태안군 선릉846거리 (서현송면) 잘못된 주소라고 생각해요,비정상
인천광역시 남구 도산대1길,정상
서울특별시 서구 양재천길 과 같은 유사 주소 있음,비정상
인천광역시 동구 논현646거리,정상
세종특별자치시 도봉구 삼성거리 (수민유김마을) 그리고 이름은 박지혜,비정상
전라북도 파주시 선릉92거리 (성민박이리) 은 무슨 뜻인가요?,비정상
경상북도 고성군 석촌호수길 (옥자김마을),정상
강원도 금산군 잠실1로,정상
경상남도 안산시 상록구 언주5길 잘못된 주소라고 생각해요,비정상
전라북도 김포시 역삼길 (영일박면) 잘못된 주소라고 생각해요,비정상
경상남도 청주시 청원구 도산대623로,정상
제주특별자치도 삼척시 영동대520길,정상
제주특별자치도 화성시 양재천405로,정상
대전광역시 성동구 도산대거리,정상
경상북도 성남시 분당구 개포가,정상
광주광역시 마포구 강남대거리 (준호장동) 그리고 이름은 윤영진,비정상
전라남도 태안군 양재천거리 (경희김면),정상
세종특별자치시 송파구 가락로 (정숙손마을) 잘못된 주소라고 생각해요,비정상
충청남도 화천군 영동대467길 (성현김김동) 다음주 배송 예정,비정상
전라남도 수원시 장안구 강남대길,정상
대구광역시 노원구 압구정70길 (병철김이동),정상
세종특별자치시 강남구 선릉06로 (정숙한동) 어떤 장소인지 몰라요,비정상
부산광역시 강북구 봉은사로 (옥자김이면) 에서 회의가 있었습니다.,비정상
인천광역시 구로구 봉은사0길 (준혁황면) 그리고 이름은 김정웅,비정상
인천광역시 동작구 오금951거리 (수민권김읍),정상
대구광역시 동대문구 오금98거리 (영자김한마을),정상
대전광역시 광진구 강남대143가 (순옥안최면) 어떤 장소인지 몰라요,비정상
광주광역시 광진구 도산대거리,정상
경상북도 서천군 백제고분길 (옥순구면) 과 같은 유사 주소 있음,비정상
세종특별자치시 금천구 가락가,정상
경상남도 태백시 석촌호수6길 (혜진이읍) 다음주 배송 예정,비정상
전라남도 정선군 반포대가 (미정김배면) 는 삭제된 주소입니다.,비정상
서울특별시 성북구 양재천가 의 위치를 파악할 수 없습니다.,비정상
경상북도 수원시 팔달구 오금로 은 무슨 뜻인가요?,비정상
광주광역시 노원구 도산대거리 (경희이김읍) 에서 회의가 있었습니다.,비정상
세종특별자치시 성동구 압구정927가 (예원하면) 에서 회의가 있었습니다.,비정상
대구광역시 종로구 오금249가 (영일김리),정상
대구광역시 양천구 학동979가 (예준김허읍),정상
충청남도 예산군 반포대길,정상
세종특별자치시 도봉구 서초중앙길 은 무슨 뜻인가요?,비정상
강원도 청주시 청원구 언주25거리 (서영이곽면),정상
인천광역시 용산구 테헤란가,정상
세종특별자치시 도봉구 석촌호수476거리,정상
인천광역시 송파구 반포대42로,정상
강원도 용인시 서초대거리 (경자이김읍),정상
세종특별자치시 강서구 가락043거리 (미영황김동) 그리고 이름은 장현정,비정상
대구광역시 마포구 학동404가 추가 정보 없음,비정상
서울특별시 강북구 언주거리 (정희남유읍) 그리고 이름은 강성민,비정상
울산광역시 서대문구 압구정5길 의 위치를 파악할 수 없습니다.,비정상
울산광역시 강동구 서초중앙9로,정상
경상북도 군포시 봉은사길 (준호박김동),정상
세종특별자치시 성동구 도산대길 (민서김마을),정상
충청북도 홍성군 학동길,정상
경기도 철원군 테헤란3가,정상
부산광역시 금천구 서초중앙가 (경숙김이동) 어떤 장소인지 몰라요,비정상
충청남도 증평군 언주로,정상
충청북도 광명시 압구정890거리 어떤 장소인지 몰라요,비정상
서울특별시 관악구 석촌호수75로 (영숙김읍),정상
제주특별자치도 예산군 석촌호수가 에서 회의가 있었습니다.,비정상
충청남도 이천시 가락길,정상
서울특별시 북구 가락3로,정상
경기도 양평군 역삼52로 (미경박김읍) 는 삭제된 주소입니다.,비정상
전라북도 당진시 역삼거리 (영길김이동),정상
부산광역시 강동구 서초중앙5거리 (미경김리),정상
서울특별시 중구 봉은사6로 과 같은 유사 주소 있음,비정상
광주광역시 영등포구 개포로 (예준전이마을) 그리고 이름은 김진호,비정상
서울특별시 종로구 오금2길 그리고 이름은 강경희,비정상
광주광역시 서구 언주길 (건우김김마을),정상
인천광역시 종로구 양재천65가 (순자류신마을),정상
광주광역시 중구 가락596길 (예지이마을) 의 위치를 파악할 수 없습니다.,비정상
전라북도 금산군 압구정거리,정상
경기도 수원시 팔달구 논현878가 에서 회의가 있었습니다.,비정상
광주광역시 성동구 논현2거리 (예진이읍) 다음주 배송 예정,비정상
강원도 성남시 선릉거리,정상
대전광역시 남구 양재천길,정상
인천광역시 광진구 테헤란656길 (재현이윤리) 추가 정보 없음,비정상
강원도 계룡시 백제고분거리,정상
경상남도 횡성군 개포로 는 삭제된 주소입니다.,비정상
세종특별자치시 강북구 논현33가 어떤 장소인지 몰라요,비정상
광주광역시 구로구 언주2거리 에서 회의가 있었습니다.,비정상
전라남도 고양시 강남대가 (순옥윤면),정상
충청남도 구리시 개포50가 의 위치를 파악할 수 없습니다.,비정상
대구광역시 성북구 삼성633로,정상
부산광역시 동대문구 오금5길 (성훈최김면) 잘못된 주소라고 생각해요,비정상
세종특별자치시 북구 반포대거리 (예원권황동),정상
충청남도 청주시 청원구 잠실965길 과 같은 유사 주소 있음,비정상
제주특별자치도 보은군 역삼4거리,정상
대전광역시 강북구 개포8로 잘못된 주소라고 생각해요,비정상
서울특별시 강북구 양재천19거리 (정식하마을) 는 삭제된 주소입니다.,비정상
대구광역시 성동구 잠실로 과 같은 유사 주소 있음,비정상
대전광역시 마포구 강남대216거리 (성호황동) 어떤 장소인지 몰라요,비정상
부산광역시 동구 언주7길,정상
강원도 의정부시 도산대699로,정상
인천광역시 광진구 서초대37길 (현지김마을),정상
강원도 음성군 논현거리 (준영박리) 어떤 장소인지 몰라요,비정상
부산광역시 도봉구 잠실99로 (미경이이마을) 다음주 배송 예정,비정상
전라북도 금산군 학동로 의 위치를 파악할 수 없습니다.,비정상
충청남도 부여군 논현거리 (아름이한리),정상
경기도 이천시 서초중앙거리,정상
전라남도 안산시 상록구 반포대가 (주원박박면),정상
인천광역시 성동구 석촌호수가 (춘자박면) 어떤 장소인지 몰라요,비정상
경기도 수원시 영통구 영동대15로 (은서김황면),정상
대전광역시 은평구 서초중앙005가 (옥자김동),정상
강원도 안양시 동안구 석촌호수로 에서 회의가 있었습니다.,비정상
대구광역시 강서구 영동대로 (도윤한리) 그리고 이름은 서진우,비정상
충청남도 충주시 개포6거리,정상
울산광역시 종로구 도산대로 는 삭제된 주소입니다.,비정상
광주광역시 중구 선릉가 어떤 장소인지 몰라요,비정상
충청남도 성남시 중원구 잠실45길,정상
대구광역시 동대문구 서초중앙로,정상
서울특별시 동대문구 강남대187길 (지아이면),정상
경기도 성남시 수정구 봉은사544거리 추가 정보 없음,비정상
대구광역시 송파구 삼성2가 과 같은 유사 주소 있음,비정상
대전광역시 노원구 언주로 그리고 이름은 이영호,비정상
세종특별자치시 용산구 오금365길 (하은김이동) 추가 정보 없음,비정상
충청남도 옥천군 양재천로 (정호이마을),정상
세종특별자치시 금천구 영동대로 (준영성동) 에서 회의가 있었습니다.,비정상
전라북도 춘천시 개포8길,정상
경상북도 안성시 영동대로 (병철이김동) 의 위치를 파악할 수 없습니다.,비정상
전라북도 광명시 영동대로 추가 정보 없음,비정상
충청북도 부천시 테헤란로,정상
강원도 안양시 만안구 선릉697로,정상
경상남도 음성군 테헤란길 (중수주동),정상
인천광역시 성동구 언주52가 에서 회의가 있었습니다.,비정상
경기도 청양군 선릉596가 (중수서윤리) 잘못된 주소라고 생각해요,비정상
경기도 연천군 서초중앙81길 (서영김동),정상
대구광역시 서구 강남대856가 (영숙신면),정상
울산광역시 동작구 영동대75길 (예은윤김동),정상
충청북도 정선군 양재천가 (성수장면) 의 위치를 파악할 수 없습니다.,비정상
대구광역시 은평구 서초대8로,정상
대구광역시 서구 양재천91가 의 위치를 파악할 수 없습니다.,비정상
전라남도 태백시 언주42길 는 삭제된 주소입니다.,비정상
광주광역시 용산구 언주3로 과 같은 유사 주소 있음,비정상
광주광역시 광진구 잠실68거리 (은정김읍),정상
부산광역시 서구 영동대가 (은주성면) 에서 회의가 있었습니다.,비정상
대구광역시 마포구 삼성가 어떤 장소인지 몰라요,비정상
강원도 시흥시 도산대로 (지현홍박리),정상
세종특별자치시 도봉구 가락069길 (현정김이마을),정상
경상남도 안산시 상록구 잠실8거리 (종수이동),정상
경기도 옥천군 개포11가 (승민김김읍) 잘못된 주소라고 생각해요,비정상
경기도 단양군 테헤란로,정상
대구광역시 금천구 서초대8길 잘못된 주소라고 생각해요,비정상
경기도 수원시 가락9거리 (서영조면) 다음주 배송 예정,비정상
충청북도 태백시 논현로 (시우송유읍),정상
경상남도 청주시 청원구 오금로 추가 정보 없음,비정상
대구광역시 서대문구 봉은사길,정상
세종특별자치시 구로구 논현길 과 같은 유사 주소 있음,비정상
세종특별자치시 남구 봉은사거리 (현숙김고읍),정상
전라북도 양평군 영동대756길,정상
전라북도 양평군 오금길 (아름김면) 추가 정보 없음,비정상
제주특별자치도 영월군 개포가 (예은강면) 추가 정보 없음,비정상
경상북도 파주시 테헤란거리 는 삭제된 주소입니다.,비정상
강원도 안양시 동안구 오금09로 (서준김강리),정상
서울특별시 용산구 반포대966길 과 같은 유사 주소 있음,비정상
전라남도 오산시 백제고분길 는 삭제된 주소입니다.,비정상
충청북도 청주시 흥덕구 도산대거리,정상
대구광역시 동구 가락로 (예은김한읍) 추가 정보 없음,비정상
충청남도 안양시 양재천57가,정상
대구광역시 광진구 백제고분길,정상
충청남도 서산시 영동대16로 (정숙윤양읍),정상
경상북도 천안시 동남구 영동대로 (지영양면),정상
대구광역시 노원구 테헤란길,정상
대구광역시 관악구 강남대89가 (성훈박마을) 그리고 이름은 김정웅,비정상
대구광역시 서구 잠실747가 (미정이윤마을) 어떤 장소인지 몰라요,비정상
제주특별자치도 평택시 반포대가 (명숙이마을),정상
전라북도 평창군 논현46가 (정훈김마을),정상
경상남도 인제군 가락597길 과 같은 유사 주소 있음,비정상
세종특별자치시 중구 논현거리 (하윤김리) 그리고 이름은 이정자,비정상
경기도 평택시 양재천길 (보람김김리) 에서 회의가 있었습니다.,비정상
세종특별자치시 동구 서초중앙길 잘못된 주소라고 생각해요,비정상
충청남도 청주시 흥덕구 봉은사가 (영수김리),정상
울산광역시 서초구 반포대가 (승민허마을),정상
충청북도 시흥시 언주30거리 과 같은 유사 주소 있음,비정상
제주특별자치도 증평군 석촌호수4길 (숙자문김동) 그리고 이름은 김옥순,비정상
전라북도 용인시 기흥구 가락가,정상
충청남도 속초시 반포대0로,정상
제주특별자치도 천안시 서북구 잠실948길 의 위치를 파악할 수 없습니다.,비정상
광주광역시 마포구 서초중앙로 (건우이읍),정상
제주특별자치도 음성군 역삼가 (우진김읍),정상
울산광역시 도봉구 선릉828길 에서 회의가 있었습니다.,비정상
부산광역시 영등포구 언주0가 의 위치를 파악할 수 없습니다.,비정상
광주광역시 용산구 삼성길 (윤서박동) 의 위치를 파악할 수 없습니다.,비정상
부산광역시 광진구 개포길 (진호김리),정상
경상남도 아산시 학동8거리,정상
경상남도 청주시 서원구 삼성거리 (병철서홍읍),정상
대구광역시 구로구 석촌호수거리 (병철구권면),정상
강원도 태백시 삼성91거리 (준영김박면),정상
대전광역시 관악구 봉은사9가 (선영배남리),정상
충청남도 가평군 서초중앙거리 (현우이동),정상
강원도 부여군 언주90로 (승현김이면),정상
대구광역시 강북구 서초중앙거리,정상
전라남도 수원시 팔달구 강남대123로 (성호서면) 다음주 배송 예정,비정상
서울특별시 영등포구 개포로 (준영이김동),정상
경상남도 천안시 서북구 압구정로,정상
인천광역시 서구 가락77길 (동현이마을),정상
충청북도 용인시 삼성8가 그리고 이름은 윤현준,비정상
경기도 안양시 학동7길 (성민홍이마을),정상
제주특별자치도 오산시 백제고분4거리 (미숙김면),정상
경상북도 부여군 잠실95로 잘못된 주소라고 생각해요,비정상
제주특별자치도 강릉시 오금거리,정상
제주특별자치도 파주시 테헤란로 의 위치를 파악할 수 없습니다.,비정상
부산광역시 관악구 영동대거리 그리고 이름은 오현주,비정상
충청북도 화성시 봉은사가 (혜진이김동) 어떤 장소인지 몰라요,비정상
경기도 단양군 강남대7거리,정상
광주광역시 중구 가락8로 어떤 장소인지 몰라요,비정상
충청북도 수원시 영통구 삼성길 (미숙장읍) 의 위치를 파악할 수 없습니다.,비정상
서울특별시 양천구 논현24거리 (은영신읍) 어떤 장소인지 몰라요,비정상
전라북도 광명시 삼성가,정상
광주광역시 관악구 도산대8가 (민지박동) 잘못된 주소라고 생각해요,비정상
전라남도 공주시 학동788가 (옥순김오읍),정상
울산광역시 영등포구 도산대44로 는 삭제된 주소입니다.,비정상
경상북도 성남시 도산대거리,정상
대전광역시 금천구 개포가 (민서최류면) 어떤 장소인지 몰라요,비정상
경기도 공주시 서초대가 (춘자이리),정상
강원도 구리시 논현410길 에서 회의가 있었습니다.,비정상
충청북도 예산군 오금7거리 (서영박박면) 그리고 이름은 오정수,비정상
대구광역시 금천구 도산대8가 (은경류읍) 과 같은 유사 주소 있음,비정상
전라북도 증평군 논현40거리 에서 회의가 있었습니다.,비정상
부산광역시 동작구 선릉거리 은 무슨 뜻인가요?,비정상
강원도 공주시 양재천가 (민준이송리),정상
강원도 진천군 개포거리 (성훈오최리),정상
대구광역시 광진구 압구정거리,정상
경상북도 시흥시 서초중앙거리 잘못된 주소라고 생각해요,비정상
울산광역시 영등포구 잠실08가 (성훈김동),정상
대전광역시 용산구 석촌호수길 (정남서최마을) 과 같은 유사 주소 있음,비정상
부산광역시 서대문구 압구정길,정상
세종특별자치시 강동구 석촌호수3가 다음주 배송 예정,비정상
경상남도 청주시 흥덕구 서초중앙로 (지우최안마을) 그리고 이름은 이민서,비정상
서울특별시 서초구 오금가 (은영박김면) 에서 회의가 있었습니다.,비정상
전라북도 공주시 선릉거리 잘못된 주소라고 생각해요,비정상
전라북도 제천시 강남대5길,정상
대구광역시 금천구 도산대017로 (지훈이읍) 에서 회의가 있었습니다.,비정상
충청북도 태안군 논현8거리 어떤 장소인지 몰라요,비정상
세종특별자치시 중랑구 압구정로 에서 회의가 있었습니다.,비정상
충청남도 김포시 서초대3로 (은정김송동) 잘못된 주소라고 생각해요,비정상
경기도 춘천시 압구정74길,정상
제주특별자치도 안산시 개포로 (민재김면),정상
인천광역시 노원구 봉은사346길 잘못된 주소라고 생각해요,비정상
세종특별자치시 남구 언주1로 (경희김지읍),정상
충청남도 수원시 권선구 백제고분3거리,정상
경상북도 고양시 반포대길 어떤 장소인지 몰라요,비정상
전라남도 속초시 도산대거리 (현준이김리),정상
부산광역시 강서구 삼성09가 (영식김동) 의 위치를 파악할 수 없습니다.,비정상
인천광역시 성북구 테헤란거리,정상
광주광역시 도봉구 압구정95거리 과 같은 유사 주소 있음,비정상
경상북도 부천시 소사구 압구정길,정상
전라남도 옥천군 봉은사8가 (혜진이동),정상
부산광역시 서대문구 개포358로 (서준이마을),정상
대구광역시 금천구 서초대거리 (영환민황마을) 잘못된 주소라고 생각해요,비정상
대전광역시 은평구 오금66거리,정상
충청북도 가평군 오금30가 (수진김읍),정상
광주광역시 남구 삼성길 (준서구이마을),정상
부산광역시 남구 서초대로,정상
전라북도 양주시 논현2가 (영식김리),정상
세종특별자치시 강북구 반포대860거리 다음주 배송 예정,비정상
대구광역시 금천구 서초대78가 (채원강면),정상
울산광역시 금천구 백제고분가 (현지이동),정상
전라남도 광명시 백제고분57가,정상
인천광역시 북구 언주809가 에서 회의가 있었습니다.,비정상
전라남도 청양군 서초중앙가 는 삭제된 주소입니다.,비정상
부산광역시 송파구 백제고분076로 (지원나이리) 는 삭제된 주소입니다.,비정상
인천광역시 성북구 언주41길 (정남이동) 잘못된 주소라고 생각해요,비정상
강원도 용인시 처인구 강남대55거리 (정웅이동),정상
전라남도 고양시 덕양구 개포길 (영자이고읍) 의 위치를 파악할 수 없습니다.,비정상
전라남도 예산군 영동대로,정상
울산광역시 중구 백제고분길,정상
대구광역시 북구 역삼3로,정상
강원도 진천군 봉은사가 (성수박읍),정상
세종특별자치시 서초구 선릉23길 (춘자안리) 은 무슨 뜻인가요?,비정상
경상북도 여주시 테헤란7가 (준서허서리) 어떤 장소인지 몰라요,비정상
대구광역시 구로구 잠실로 (영일양마을),정상
충청북도 동해시 삼성75로 어떤 장소인지 몰라요,비정상
강원도 양구군 개포305가 의 위치를 파악할 수 없습니다.,비정상
전라북도 계룡시 개포로 (승현강리),정상
서울특별시 은평구 도산대가,정상
전라남도 광명시 학동길 (지우김동),정상
세종특별자치시 송파구 영동대로,정상
전라북도 광주시 언주로 (혜진한권동) 다음주 배송 예정,비정상
강원도 영동군 서초중앙9가,정상
전라북도 청양군 반포대7거리 (시우박김마을),정상
대구광역시 서대문구 삼성로 의 위치를 파악할 수 없습니다.,비정상
경기도 과천시 테헤란길 (지민김면),정상
경기도 증평군 서초대978가 그리고 이름은 서경수,비정상
전라남도 서산시 강남대5가 (동현최동) 추가 정보 없음,비정상
충청남도 수원시 가락12가 (수진이동) 과 같은 유사 주소 있음,비정상
강원도 진천군 개포가 과 같은 유사 주소 있음,비정상
세종특별자치시 노원구 역삼로 (민석김동) 과 같은 유사 주소 있음,비정상
서울특별시 강서구 양재천4길 (진우이안읍),정상
광주광역시 관악구 삼성918거리,정상
경상북도 괴산군 영동대가 (지영김면) 은 무슨 뜻인가요?,비정상
세종특별자치시 송파구 석촌호수로 그리고 이름은 고하은,비정상
인천광역시 성북구 압구정794거리 에서 회의가 있었습니다.,비정상
충청북도 청주시 상당구 반포대76거리,정상
대전광역시 구로구 서초대가,정상
충청북도 증평군 서초대거리 (수민노이동) 추가 정보 없음,비정상
